matchId,squadId,period,periodSeconds,distanceCode,positionCode,scoreName,scorePoints,matchSeconds,homeSquadScore,awaySquadScore,scoreDifferential,oppSquadId,matchType,roundNo,gameNo,compType,year,shotOutcome
111080101,Lightning,4,823,0,2,goal,1,3545,48,64,-16,807,regular,1,1,SSN,2020,True
111080101,Firebirds,4,847,1,2,2pt Miss,0,3569,48,64,-16,8117,regular,1,1,SSN,2020,False
111080101,Firebirds,4,853,1,0,2pt Miss,0,3575,48,64,-16,8117,regular,1,1,SSN,2020,False
111080101,Lightning,4,886,1,0,2pt Miss,0,3608,48,64,-16,807,regular,1,1,SSN,2020,False
111080101,Lightning,4,902,1,2,2pt Goal,2,3624,48,66,-18,807,regular,1,1,SSN,2020,True
111080102,Fever,1,625,1,1,2pt Goal,2,625,9,12,-3,801,regular,1,2,SSN,2020,True
111080102,Thunderbirds,1,643,0,0,goal,1,643,10,12,-2,810,regular,1,2,SSN,2020,True
111080102,Fever,1,664,3,3,goal,1,664,10,13,-3,801,regular,1,2,SSN,2020,True
111080102,Fever,1,704,1,2,2pt Goal,2,704,10,15,-5,801,regular,1,2,SSN,2020,True
111080102,Thunderbirds,1,767,1,1,2pt Goal,2,767,12,15,-3,810,regular,1,2,SSN,2020,True
111080102,Thunderbirds,1,780,0,2,miss,0,780,12,15,-3,810,regular,1,2,SSN,2020,False
111080102,Thunderbirds,1,815,0,0,goal,1,815,13,15,-2,810,regular,1,2,SSN,2020,True
111080102,Fever,1,832,0,0,goal,1,832,13,16,-3,801,regular,1,2,SSN,2020,True
111080102,Fever,1,856,0,1,goal,1,856,13,17,-4,801,regular,1,2,SSN,2020,True
111080102,Fever,1,877,0,1,goal,1,877,13,18,-5,801,regular,1,2,SSN,2020,True
111080102,Fever,1,908,1,1,2pt Miss,0,908,13,18,-5,801,regular,1,2,SSN,2020,False
111080102,Thunderbirds,2,615,1,1,2pt Miss,0,1528,22,32,-10,810,regular,1,2,SSN,2020,False
111080102,Fever,2,647,0,1,goal,1,1560,22,33,-11,801,regular,1,2,SSN,2020,True
111080102,Fever,2,666,0,1,goal,1,1579,22,34,-12,801,regular,1,2,SSN,2020,True
111080102,Thunderbirds,2,707,0,0,goal,1,1620,23,34,-11,810,regular,1,2,SSN,2020,True
111080102,Fever,2,719,3,3,goal,1,1632,23,35,-12,801,regular,1,2,SSN,2020,True
111080102,Thunderbirds,2,739,3,3,goal,1,1652,24,35,-11,810,regular,1,2,SSN,2020,True
111080102,Fever,2,765,0,2,goal,1,1678,24,36,-12,801,regular,1,2,SSN,2020,True
111080102,Thunderbirds,2,779,0,1,goal,1,1692,25,36,-11,810,regular,1,2,SSN,2020,True
111080102,Fever,2,792,1,2,2pt Miss,0,1705,25,36,-11,801,regular,1,2,SSN,2020,False
111080102,Fever,2,797,3,1,goal,1,1710,25,37,-12,801,regular,1,2,SSN,2020,True
111080102,Thunderbirds,2,815,0,0,goal,1,1728,26,37,-11,810,regular,1,2,SSN,2020,True
111080102,Fever,2,831,0,1,goal,1,1744,26,38,-12,801,regular,1,2,SSN,2020,True
111080102,Thunderbirds,2,850,0,2,goal,1,1763,27,38,-11,810,regular,1,2,SSN,2020,True
111080102,Thunderbirds,2,888,1,2,2pt Miss,0,1801,27,38,-11,810,regular,1,2,SSN,2020,False
111080102,Thunderbirds,2,911,1,0,2pt Miss,0,1824,27,38,-11,810,regular,1,2,SSN,2020,False
111080102,Fever,3,616,1,1,2pt Goal,2,2444,37,50,-13,801,regular,1,2,SSN,2020,True
111080102,Fever,3,629,0,1,goal,1,2457,37,51,-14,801,regular,1,2,SSN,2020,True
111080102,Thunderbirds,3,662,1,0,2pt Miss,0,2490,37,51,-14,810,regular,1,2,SSN,2020,False
111080102,Thunderbirds,3,690,1,2,2pt Goal,2,2518,39,51,-12,810,regular,1,2,SSN,2020,True
111080102,Fever,3,713,1,2,miss,0,2541,39,51,-12,801,regular,1,2,SSN,2020,False
111080102,Thunderbirds,3,755,0,2,miss,0,2583,39,51,-12,810,regular,1,2,SSN,2020,False
111080102,Thunderbirds,3,777,1,1,2pt Goal,2,2605,41,51,-10,810,regular,1,2,SSN,2020,True
111080102,Thunderbirds,3,791,1,1,2pt Goal,2,2619,43,51,-8,810,regular,1,2,SSN,2020,True
111080102,Fever,3,814,1,0,2pt Goal,2,2642,43,53,-10,801,regular,1,2,SSN,2020,True
111080102,Thunderbirds,3,861,1,2,2pt Goal,2,2689,45,53,-8,810,regular,1,2,SSN,2020,True
111080102,Fever,4,616,1,1,2pt Goal,2,3347,52,67,-15,801,regular,1,2,SSN,2020,True
111080102,Fever,4,636,0,1,goal,1,3367,52,68,-16,801,regular,1,2,SSN,2020,True
111080102,Fever,4,668,1,2,2pt Goal,2,3399,52,70,-18,801,regular,1,2,SSN,2020,True
111080102,Thunderbirds,4,693,1,1,2pt Goal,2,3424,54,70,-16,810,regular,1,2,SSN,2020,True
111080102,Thunderbirds,4,722,1,1,2pt Goal,2,3453,56,70,-14,810,regular,1,2,SSN,2020,True
111080102,Thunderbirds,4,743,1,2,2pt Miss,0,3474,56,70,-14,810,regular,1,2,SSN,2020,False
111080102,Thunderbirds,4,747,1,1,2pt Goal,2,3478,58,70,-12,810,regular,1,2,SSN,2020,True
111080102,Fever,4,781,1,1,2pt Goal,2,3512,58,72,-14,801,regular,1,2,SSN,2020,True
111080102,Thunderbirds,4,802,1,1,2pt Goal,2,3533,60,72,-12,810,regular,1,2,SSN,2020,True
111080102,Fever,4,824,1,2,2pt Goal,2,3555,60,74,-14,801,regular,1,2,SSN,2020,True
111080102,Thunderbirds,4,860,1,1,2pt Goal,2,3591,62,74,-12,810,regular,1,2,SSN,2020,True
111080102,Fever,4,884,1,1,2pt Miss,0,3615,62,74,-12,801,regular,1,2,SSN,2020,False
111080102,Fever,4,903,0,2,miss,0,3634,62,74,-12,801,regular,1,2,SSN,2020,False
111080103,Swifts,1,626,1,2,2pt Miss,0,626,10,7,3,8118,regular,1,3,SSN,2020,False
111080103,Swifts,1,632,3,1,goal,1,632,10,8,2,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,1,653,1,2,2pt Goal,2,653,12,8,4,806,regular,1,3,SSN,2020,True
111080103,Swifts,1,673,0,0,goal,1,673,12,9,3,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,1,691,1,1,2pt Goal,2,691,14,9,5,806,regular,1,3,SSN,2020,True
111080103,Swifts,1,701,1,0,2pt Miss,0,701,14,9,5,8118,regular,1,3,SSN,2020,False
111080103,Swifts,1,713,1,1,2pt Goal,2,713,14,11,3,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,1,722,0,1,goal,1,722,15,11,4,806,regular,1,3,SSN,2020,True
111080103,Swifts,1,744,3,1,goal,1,744,15,12,3,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,1,765,1,0,2pt Miss,0,765,15,12,3,806,regular,1,3,SSN,2020,False
111080103,Swifts,1,804,1,1,2pt Goal,2,804,15,14,1,8118,regular,1,3,SSN,2020,True
111080103,Swifts,1,820,1,2,2pt Goal,2,820,15,16,-1,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,1,858,1,1,2pt Goal,2,858,17,16,1,806,regular,1,3,SSN,2020,True
111080103,Swifts,1,879,1,2,2pt Miss,0,879,17,16,1,8118,regular,1,3,SSN,2020,False
111080103,Swifts,1,886,0,0,goal,1,886,17,17,0,8118,regular,1,3,SSN,2020,True
111080103,Swifts,1,900,1,1,2pt Miss,0,900,17,17,0,8118,regular,1,3,SSN,2020,False
111080103,GIANTS,2,621,1,2,2pt Miss,0,1521,24,22,2,806,regular,1,3,SSN,2020,False
111080103,Swifts,2,647,0,0,goal,1,1547,24,23,1,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,2,677,1,0,2pt Goal,2,1577,26,23,3,806,regular,1,3,SSN,2020,True
111080103,Swifts,2,720,1,1,2pt Goal,2,1620,26,25,1,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,2,741,1,1,2pt Goal,2,1641,28,25,3,806,regular,1,3,SSN,2020,True
111080103,Swifts,2,753,1,0,2pt Miss,0,1653,28,25,3,8118,regular,1,3,SSN,2020,False
111080103,Swifts,2,758,0,0,goal,1,1658,28,26,2,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,2,772,1,2,2pt Goal,2,1672,30,26,4,806,regular,1,3,SSN,2020,True
111080103,Swifts,2,815,1,2,2pt Goal,2,1715,30,28,2,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,2,830,0,2,goal,1,1730,31,28,3,806,regular,1,3,SSN,2020,True
111080103,GIANTS,2,871,1,2,2pt Goal,2,1771,33,28,5,806,regular,1,3,SSN,2020,True
111080103,Swifts,3,619,0,1,goal,1,2419,42,41,1,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,3,686,1,2,2pt Goal,2,2486,44,41,3,806,regular,1,3,SSN,2020,True
111080103,GIANTS,3,698,1,0,2pt Goal,2,2498,46,41,5,806,regular,1,3,SSN,2020,True
111080103,Swifts,3,717,1,1,2pt Miss,0,2517,46,41,5,8118,regular,1,3,SSN,2020,False
111080103,Swifts,3,721,0,1,goal,1,2521,46,42,4,8118,regular,1,3,SSN,2020,True
111080103,Swifts,3,781,1,1,2pt Miss,0,2581,46,42,4,8118,regular,1,3,SSN,2020,False
111080103,Swifts,3,788,1,0,2pt Goal,2,2588,46,44,2,8118,regular,1,3,SSN,2020,True
111080103,Swifts,3,799,1,0,2pt Miss,0,2599,46,44,2,8118,regular,1,3,SSN,2020,False
111080103,GIANTS,3,810,1,1,2pt Miss,0,2610,46,44,2,806,regular,1,3,SSN,2020,False
111080103,Swifts,3,850,3,1,goal,1,2650,46,45,1,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,3,863,1,1,2pt Miss,0,2663,46,45,1,806,regular,1,3,SSN,2020,False
111080103,Swifts,3,880,1,0,2pt Goal,2,2680,46,47,-1,8118,regular,1,3,SSN,2020,True
111080103,Swifts,3,895,1,1,2pt Goal,2,2695,46,49,-3,8118,regular,1,3,SSN,2020,True
111080103,Swifts,4,630,1,1,2pt Miss,0,3330,53,60,-7,8118,regular,1,3,SSN,2020,False
111080103,Swifts,4,665,0,0,goal,1,3365,53,61,-8,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,4,721,1,1,2pt Miss,0,3421,53,61,-8,806,regular,1,3,SSN,2020,False
111080103,GIANTS,4,737,1,1,2pt Goal,2,3437,55,61,-6,806,regular,1,3,SSN,2020,True
111080103,GIANTS,4,756,1,1,2pt Goal,2,3456,57,61,-4,806,regular,1,3,SSN,2020,True
111080103,Swifts,4,772,3,3,goal,1,3472,57,62,-5,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,4,806,1,1,2pt Goal,2,3506,59,62,-3,806,regular,1,3,SSN,2020,True
111080103,Swifts,4,826,0,1,goal,1,3526,59,63,-4,8118,regular,1,3,SSN,2020,True
111080103,GIANTS,4,840,3,2,2pt Goal,2,3540,61,63,-2,806,regular,1,3,SSN,2020,True
111080104,Magpies,1,607,3,3,goal,1,607,10,8,2,804,regular,1,4,SSN,2020,True
111080104,Vixens,1,623,1,1,2pt Goal,2,623,12,8,4,8119,regular,1,4,SSN,2020,True
111080104,Vixens,1,657,1,2,2pt Miss,0,657,12,8,4,8119,regular,1,4,SSN,2020,False
111080104,Vixens,1,682,1,1,2pt Miss,0,682,12,8,4,8119,regular,1,4,SSN,2020,False
111080104,Vixens,1,719,1,0,2pt Miss,0,719,12,8,4,8119,regular,1,4,SSN,2020,False
111080104,Vixens,1,737,1,2,2pt Miss,0,737,12,8,4,8119,regular,1,4,SSN,2020,False
111080104,Vixens,1,753,1,1,2pt Miss,0,753,12,8,4,8119,regular,1,4,SSN,2020,False
111080104,Magpies,1,779,1,1,2pt Goal,2,779,12,10,2,804,regular,1,4,SSN,2020,True
111080104,Vixens,1,812,3,1,goal,1,812,13,10,3,8119,regular,1,4,SSN,2020,True
111080104,Magpies,1,833,1,1,2pt Goal,2,833,13,12,1,804,regular,1,4,SSN,2020,True
111080104,Vixens,1,852,0,1,goal,1,852,14,12,2,8119,regular,1,4,SSN,2020,True
111080104,Magpies,1,872,0,2,goal,1,872,14,13,1,804,regular,1,4,SSN,2020,True
111080104,Vixens,1,886,3,3,goal,1,886,15,13,2,8119,regular,1,4,SSN,2020,True
111080104,Magpies,2,608,0,2,goal,1,1513,24,23,1,804,regular,1,4,SSN,2020,True
111080104,Magpies,2,638,1,1,2pt Goal,2,1543,24,25,-1,804,regular,1,4,SSN,2020,True
111080104,Vixens,2,665,0,1,goal,1,1570,25,25,0,8119,regular,1,4,SSN,2020,True
111080104,Vixens,2,724,1,0,2pt Goal,2,1629,27,25,2,8119,regular,1,4,SSN,2020,True
111080104,Vixens,2,749,1,1,2pt Goal,2,1654,29,25,4,8119,regular,1,4,SSN,2020,True
111080104,Magpies,2,769,1,0,2pt Miss,0,1674,29,25,4,804,regular,1,4,SSN,2020,False
111080104,Magpies,2,783,1,2,2pt Goal,2,1688,29,27,2,804,regular,1,4,SSN,2020,True
111080104,Magpies,2,832,0,2,goal,1,1737,29,28,1,804,regular,1,4,SSN,2020,True
111080104,Magpies,2,871,3,1,goal,1,1776,29,29,0,804,regular,1,4,SSN,2020,True
111080104,Magpies,3,612,0,2,miss,0,2429,37,37,0,804,regular,1,4,SSN,2020,False
111080104,Vixens,3,647,1,1,2pt Miss,0,2464,37,37,0,8119,regular,1,4,SSN,2020,False
111080104,Vixens,3,669,1,1,2pt Goal,2,2486,39,37,2,8119,regular,1,4,SSN,2020,True
111080104,Vixens,3,685,1,2,2pt Miss,0,2502,39,37,2,8119,regular,1,4,SSN,2020,False
111080104,Magpies,3,717,0,2,goal,1,2534,39,38,1,804,regular,1,4,SSN,2020,True
111080104,Magpies,3,741,1,0,2pt Goal,2,2558,39,40,-1,804,regular,1,4,SSN,2020,True
111080104,Vixens,3,763,1,2,2pt Goal,2,2580,41,40,1,8119,regular,1,4,SSN,2020,True
111080104,Magpies,3,787,1,0,2pt Goal,2,2604,41,42,-1,804,regular,1,4,SSN,2020,True
111080104,Vixens,3,819,1,0,2pt Goal,2,2636,43,42,1,8119,regular,1,4,SSN,2020,True
111080104,Magpies,3,836,3,3,goal,1,2653,43,43,0,804,regular,1,4,SSN,2020,True
111080104,Vixens,3,859,1,1,2pt Miss,0,2676,43,43,0,8119,regular,1,4,SSN,2020,False
111080104,Vixens,3,878,1,0,2pt Goal,2,2695,45,43,2,8119,regular,1,4,SSN,2020,True
111080104,Magpies,4,601,3,3,goal,1,3326,55,52,3,804,regular,1,4,SSN,2020,True
111080104,Vixens,4,661,3,3,goal,1,3386,56,52,4,8119,regular,1,4,SSN,2020,True
111080104,Vixens,4,691,1,1,2pt Goal,2,3416,58,52,6,8119,regular,1,4,SSN,2020,True
111080104,Vixens,4,727,1,2,2pt Goal,2,3452,60,52,8,8119,regular,1,4,SSN,2020,True
111080104,Vixens,4,753,1,1,2pt Miss,0,3478,60,52,8,8119,regular,1,4,SSN,2020,False
111080104,Vixens,4,778,3,3,goal,1,3503,61,52,9,8119,regular,1,4,SSN,2020,True
111080104,Vixens,4,836,1,1,2pt Miss,0,3561,61,52,9,8119,regular,1,4,SSN,2020,False
111080104,Magpies,4,854,1,2,2pt Miss,0,3579,61,52,9,804,regular,1,4,SSN,2020,False
111080104,Magpies,4,875,1,1,2pt Miss,0,3600,61,52,9,804,regular,1,4,SSN,2020,False
111080104,Vixens,4,897,1,2,2pt Goal,2,3622,63,52,11,8119,regular,1,4,SSN,2020,True
111080201,GIANTS,1,613,0,0,goal,1,613,11,11,0,801,regular,2,1,SSN,2020,True
111080201,Thunderbirds,1,626,1,1,2pt Miss,0,626,11,11,0,8118,regular,2,1,SSN,2020,False
111080201,GIANTS,1,654,1,2,2pt Goal,2,654,13,11,2,801,regular,2,1,SSN,2020,True
111080201,GIANTS,1,674,1,0,2pt Goal,2,674,15,11,4,801,regular,2,1,SSN,2020,True
111080201,GIANTS,1,695,1,1,2pt Goal,2,695,17,11,6,801,regular,2,1,SSN,2020,True
111080201,GIANTS,1,727,0,1,goal,1,727,18,11,7,801,regular,2,1,SSN,2020,True
111080201,Thunderbirds,1,757,1,1,2pt Miss,0,757,18,11,7,8118,regular,2,1,SSN,2020,False
111080201,Thunderbirds,1,761,0,0,goal,1,761,18,12,6,8118,regular,2,1,SSN,2020,True
111080201,GIANTS,1,785,3,3,goal,1,785,19,12,7,801,regular,2,1,SSN,2020,True
111080201,Thunderbirds,1,808,1,0,2pt Miss,0,808,19,12,7,8118,regular,2,1,SSN,2020,False
111080201,GIANTS,1,857,1,2,2pt Miss,0,857,19,12,7,801,regular,2,1,SSN,2020,False
111080201,GIANTS,1,860,1,0,2pt Miss,0,860,19,12,7,801,regular,2,1,SSN,2020,False
111080201,Thunderbirds,1,895,3,0,2pt Goal,2,895,19,14,5,8118,regular,2,1,SSN,2020,True
111080201,Thunderbirds,2,606,1,0,2pt Goal,2,1506,23,28,-5,8118,regular,2,1,SSN,2020,True
111080201,Thunderbirds,2,677,1,1,2pt Miss,0,1577,23,28,-5,8118,regular,2,1,SSN,2020,False
111080201,GIANTS,2,724,1,1,2pt Goal,2,1624,25,28,-3,801,regular,2,1,SSN,2020,True
111080201,Thunderbirds,2,749,0,1,goal,1,1649,25,29,-4,8118,regular,2,1,SSN,2020,True
111080201,GIANTS,2,771,1,2,2pt Miss,0,1671,25,29,-4,801,regular,2,1,SSN,2020,False
111080201,Thunderbirds,2,787,1,1,2pt Goal,2,1687,25,31,-6,8118,regular,2,1,SSN,2020,True
111080201,Thunderbirds,2,809,3,3,miss,0,1709,25,31,-6,8118,regular,2,1,SSN,2020,False
111080201,Thunderbirds,2,813,0,1,goal,1,1713,25,32,-7,8118,regular,2,1,SSN,2020,True
111080201,GIANTS,2,834,1,0,2pt Miss,0,1734,25,32,-7,801,regular,2,1,SSN,2020,False
111080201,GIANTS,2,856,1,0,2pt Miss,0,1756,25,32,-7,801,regular,2,1,SSN,2020,False
111080201,Thunderbirds,2,881,0,0,goal,1,1781,25,33,-8,8118,regular,2,1,SSN,2020,True
111080201,GIANTS,2,899,1,2,2pt Goal,2,1799,27,33,-6,801,regular,2,1,SSN,2020,True
111080201,Thunderbirds,3,616,0,0,goal,1,2416,35,42,-7,8118,regular,2,1,SSN,2020,True
111080201,Thunderbirds,3,652,3,3,goal,1,2452,35,43,-8,8118,regular,2,1,SSN,2020,True
111080201,GIANTS,3,679,1,1,2pt Miss,0,2479,35,43,-8,801,regular,2,1,SSN,2020,False
111080201,GIANTS,3,713,1,2,2pt Miss,0,2513,35,43,-8,801,regular,2,1,SSN,2020,False
111080201,GIANTS,3,755,1,2,2pt Miss,0,2555,35,43,-8,801,regular,2,1,SSN,2020,False
111080201,GIANTS,3,770,1,0,2pt Goal,2,2570,37,43,-6,801,regular,2,1,SSN,2020,True
111080201,Thunderbirds,3,790,0,1,goal,1,2590,37,44,-7,8118,regular,2,1,SSN,2020,True
111080201,GIANTS,3,808,3,2,2pt Miss,0,2608,37,44,-7,801,regular,2,1,SSN,2020,False
111080201,GIANTS,3,822,1,2,2pt Miss,0,2622,37,44,-7,801,regular,2,1,SSN,2020,False
111080201,GIANTS,3,863,1,1,2pt Goal,2,2663,39,44,-5,801,regular,2,1,SSN,2020,True
111080201,Thunderbirds,3,879,3,3,goal,1,2679,39,45,-6,8118,regular,2,1,SSN,2020,True
111080201,GIANTS,3,899,1,0,2pt Miss,0,2699,39,45,-6,801,regular,2,1,SSN,2020,False
111080201,Thunderbirds,4,605,0,0,goal,1,3305,49,54,-5,8118,regular,2,1,SSN,2020,True
111080201,Thunderbirds,4,638,1,1,2pt Miss,0,3338,49,54,-5,8118,regular,2,1,SSN,2020,False
111080201,GIANTS,4,665,1,0,2pt Miss,0,3365,49,54,-5,801,regular,2,1,SSN,2020,False
111080201,GIANTS,4,674,1,1,2pt Goal,2,3374,51,54,-3,801,regular,2,1,SSN,2020,True
111080201,Thunderbirds,4,696,0,2,goal,1,3396,51,55,-4,8118,regular,2,1,SSN,2020,True
111080201,GIANTS,4,719,1,2,2pt Miss,0,3419,51,55,-4,801,regular,2,1,SSN,2020,False
111080201,Thunderbirds,4,755,3,1,goal,1,3455,51,56,-5,8118,regular,2,1,SSN,2020,True
111080201,GIANTS,4,795,1,0,2pt Miss,0,3495,51,56,-5,801,regular,2,1,SSN,2020,False
111080201,GIANTS,4,809,1,2,2pt Miss,0,3509,51,56,-5,801,regular,2,1,SSN,2020,False
111080201,Thunderbirds,4,852,1,0,2pt Goal,2,3552,51,58,-7,8118,regular,2,1,SSN,2020,True
111080201,Thunderbirds,4,896,3,1,goal,1,3596,51,59,-8,8118,regular,2,1,SSN,2020,True
111080202,Vixens,1,624,1,1,2pt Miss,0,624,9,9,0,807,regular,2,2,SSN,2020,False
111080202,Vixens,1,685,1,1,2pt Miss,0,685,9,9,0,807,regular,2,2,SSN,2020,False
111080202,Firebirds,1,712,0,0,miss,0,712,9,9,0,804,regular,2,2,SSN,2020,False
111080202,Firebirds,1,716,3,1,goal,1,716,10,9,1,804,regular,2,2,SSN,2020,True
111080202,Vixens,1,750,0,2,goal,1,750,10,10,0,807,regular,2,2,SSN,2020,True
111080202,Vixens,1,772,1,1,2pt Goal,2,772,10,12,-2,807,regular,2,2,SSN,2020,True
111080202,Firebirds,1,806,0,0,goal,1,806,11,12,-1,804,regular,2,2,SSN,2020,True
111080202,Vixens,1,860,1,1,2pt Goal,2,860,11,14,-3,807,regular,2,2,SSN,2020,True
111080202,Vixens,1,889,1,1,2pt Goal,2,889,11,16,-5,807,regular,2,2,SSN,2020,True
111080202,Firebirds,1,922,1,2,2pt Goal,2,922,13,16,-3,804,regular,2,2,SSN,2020,True
111080202,Firebirds,2,620,0,0,miss,0,1547,19,31,-12,804,regular,2,2,SSN,2020,False
111080202,Firebirds,2,637,1,0,2pt Miss,0,1564,19,31,-12,804,regular,2,2,SSN,2020,False
111080202,Firebirds,2,676,1,0,2pt Miss,0,1603,19,31,-12,804,regular,2,2,SSN,2020,False
111080202,Firebirds,2,701,1,2,miss,0,1628,19,31,-12,804,regular,2,2,SSN,2020,False
111080202,Firebirds,2,702,0,1,goal,1,1629,20,31,-11,804,regular,2,2,SSN,2020,True
111080202,Vixens,2,725,1,1,2pt Goal,2,1652,20,33,-13,807,regular,2,2,SSN,2020,True
111080202,Firebirds,2,747,0,1,miss,0,1674,20,33,-13,804,regular,2,2,SSN,2020,False
111080202,Vixens,2,774,1,1,2pt Miss,0,1701,20,33,-13,807,regular,2,2,SSN,2020,False
111080202,Vixens,2,787,0,2,goal,1,1714,20,34,-14,807,regular,2,2,SSN,2020,True
111080202,Vixens,2,813,1,2,2pt Goal,2,1740,20,36,-16,807,regular,2,2,SSN,2020,True
111080202,Firebirds,2,829,0,0,miss,0,1756,20,36,-16,804,regular,2,2,SSN,2020,False
111080202,Firebirds,2,833,0,0,goal,1,1760,21,36,-15,804,regular,2,2,SSN,2020,True
111080202,Firebirds,2,858,1,0,2pt Miss,0,1785,21,36,-15,804,regular,2,2,SSN,2020,False
111080202,Vixens,2,879,1,1,2pt Goal,2,1806,21,38,-17,807,regular,2,2,SSN,2020,True
