squadId,squadNickname,nShots,nStandard,nSuper,superProp,superPropCat,totalPts
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,2
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,2
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,2
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,2
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,2
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,2
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,2
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,2
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,1
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,6
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,6,6,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,6,0,0.0,0%-10%,2
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,6,0,0.0,0%-10%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,6
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,7
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,6
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,7
807,Firebirds,5,5,0,0.0,0%-10%,2
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,2
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,7
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,7
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,6
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,6
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,6
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,7
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,7
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,3
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,6
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,4
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,7
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,7
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,3
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,7
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,6
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,6
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,6
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,6
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,3
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,5,5,0,0.0,0%-10%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,3
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,4
807,Firebirds,5,5,0,0.0,0%-10%,5
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,6
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,4
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,6
807,Firebirds,6,5,1,0.16666666666666666,10%-20%,5
807,Firebirds,5,5,0,0.0,0%-10%,5
